,,,D001,D002,D003
GEO.id,GEO.id2,GEO.display-label,Total:,Total:,Total:
Id,Id2,Geography,,Occupied,Vacant
1000000US060014004003011,060014004003011,"Block 3011, Block Group 3, Census Tract 4004, Alameda County, California",53,48,5
1000000US060014004003012,060014004003012,"Block 3012, Block Group 3, Census Tract 4004, Alameda County, California",27,25,2
1000000US060014004003013,060014004003013,"Block 3013, Block Group 3, Census Tract 4004, Alameda County, California",55,53,2
1000000US060014004003014,060014004003014,"Block 3014, Block Group 3, Census Tract 4004, Alameda County, California",16,16,0
1000000US060014004003015,060014004003015,"Block 3015, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0
1000000US060014004003016,060014004003016,"Block 3016, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0
1000000US060014004003017,060014004003017,"Block 3017, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0
1000000US060014004003018,060014004003018,"Block 3018, Block Group 3, Census Tract 4004, Alameda County, California",33,32,1
1000000US060014004003019,060014004003019,"Block 3019, Block Group 3, Census Tract 4004, Alameda County, California",58,54,4
1000000US060014005001000,060014005001000,"Block 1000, Block Group 1, Census Tract 4005, Alameda County, California",29,27,2
1000000US060014005001001,060014005001001,"Block 1001, Block Group 1, Census Tract 4005, Alameda County, California",56,54,2
1000000US060014005001002,060014005001002,"Block 1002, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001003,060014005001003,"Block 1003, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001004,060014005001004,"Block 1004, Block Group 1, Census Tract 4005, Alameda County, California",181,176,5
1000000US060014005001005,060014005001005,"Block 1005, Block Group 1, Census Tract 4005, Alameda County, California",45,45,0
1000000US060014005001006,060014005001006,"Block 1006, Block Group 1, Census Tract 4005, Alameda County, California",96,89,7
1000000US060014005001007,060014005001007,"Block 1007, Block Group 1, Census Tract 4005, Alameda County, California",96,93,3
1000000US060014005001008,060014005001008,"Block 1008, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001009,060014005001009,"Block 1009, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001010,060014005001010,"Block 1010, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001011,060014005001011,"Block 1011, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001012,060014005001012,"Block 1012, Block Group 1, Census Tract 4005, Alameda County, California",56,49,7
1000000US060014005001013,060014005001013,"Block 1013, Block Group 1, Census Tract 4005, Alameda County, California",37,35,2
1000000US060014005001014,060014005001014,"Block 1014, Block Group 1, Census Tract 4005, Alameda County, California",80,76,4
1000000US060014005001015,060014005001015,"Block 1015, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001016,060014005001016,"Block 1016, Block Group 1, Census Tract 4005, Alameda County, California",60,54,6
1000000US060014005001017,060014005001017,"Block 1017, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001018,060014005001018,"Block 1018, Block Group 1, Census Tract 4005, Alameda County, California",66,62,4
1000000US060014005001019,060014005001019,"Block 1019, Block Group 1, Census Tract 4005, Alameda County, California",44,38,6
1000000US060014005001020,060014005001020,"Block 1020, Block Group 1, Census Tract 4005, Alameda County, California",17,16,1
1000000US060014005001021,060014005001021,"Block 1021, Block Group 1, Census Tract 4005, Alameda County, California",11,9,2
1000000US060014005001022,060014005001022,"Block 1022, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001023,060014005001023,"Block 1023, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001024,060014005001024,"Block 1024, Block Group 1, Census Tract 4005, Alameda County, California",58,57,1
1000000US060014005001025,060014005001025,"Block 1025, Block Group 1, Census Tract 4005, Alameda County, California",26,22,4
1000000US060014005001026,060014005001026,"Block 1026, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005001027,060014005001027,"Block 1027, Block Group 1, Census Tract 4005, Alameda County, California",1,1,0
1000000US060014005001028,060014005001028,"Block 1028, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005002000,060014005002000,"Block 2000, Block Group 2, Census Tract 4005, Alameda County, California",66,62,4
1000000US060014005002001,060014005002001,"Block 2001, Block Group 2, Census Tract 4005, Alameda County, California",14,8,6
1000000US060014005002002,060014005002002,"Block 2002, Block Group 2, Census Tract 4005, Alameda County, California",62,57,5
1000000US060014005002003,060014005002003,"Block 2003, Block Group 2, Census Tract 4005, Alameda County, California",68,65,3
1000000US060014005002004,060014005002004,"Block 2004, Block Group 2, Census Tract 4005, Alameda County, California",76,67,9
1000000US060014005002005,060014005002005,"Block 2005, Block Group 2, Census Tract 4005, Alameda County, California",28,26,2
1000000US060014005002006,060014005002006,"Block 2006, Block Group 2, Census Tract 4005, Alameda County, California",32,28,4
1000000US060014005002007,060014005002007,"Block 2007, Block Group 2, Census Tract 4005, Alameda County, California",34,32,2
1000000US060014005003000,060014005003000,"Block 3000, Block Group 3, Census Tract 4005, Alameda County, California",59,53,6
1000000US060014005003001,060014005003001,"Block 3001, Block Group 3, Census Tract 4005, Alameda County, California",33,33,0
1000000US060014005003002,060014005003002,"Block 3002, Block Group 3, Census Tract 4005, Alameda County, California",19,18,1
1000000US060014005003003,060014005003003,"Block 3003, Block Group 3, Census Tract 4005, Alameda County, California",33,33,0
1000000US060014005003004,060014005003004,"Block 3004, Block Group 3, Census Tract 4005, Alameda County, California",84,82,2
1000000US060014005003005,060014005003005,"Block 3005, Block Group 3, Census Tract 4005, Alameda County, California",0,0,0
1000000US060014005003006,060014005003006,"Block 3006, Block Group 3, Census Tract 4005, Alameda County, California",92,86,6
1000000US060014005003007,060014005003007,"Block 3007, Block Group 3, Census Tract 4005, Alameda County, California",25,25,0
1000000US060014006001000,060014006001000,"Block 1000, Block Group 1, Census Tract 4006, Alameda County, California",2,2,0
1000000US060014006001001,060014006001001,"Block 1001, Block Group 1, Census Tract 4006, Alameda County, California",123,119,4
1000000US060014006001002,060014006001002,"Block 1002, Block Group 1, Census Tract 4006, Alameda County, California",1,1,0
1000000US060014006001003,060014006001003,"Block 1003, Block Group 1, Census Tract 4006, Alameda County, California",44,39,5
1000000US060014006001004,060014006001004,"Block 1004, Block Group 1, Census Tract 4006, Alameda County, California",24,20,4
1000000US060014006001005,060014006001005,"Block 1005, Block Group 1, Census Tract 4006, Alameda County, California",27,24,3
1000000US060014006001006,060014006001006,"Block 1006, Block Group 1, Census Tract 4006, Alameda County, California",58,48,10
1000000US060014006001007,060014006001007,"Block 1007, Block Group 1, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014006001008,060014006001008,"Block 1008, Block Group 1, Census Tract 4006, Alameda County, California",45,41,4
1000000US060014006001009,060014006001009,"Block 1009, Block Group 1, Census Tract 4006, Alameda County, California",22,17,5
1000000US060014006001010,060014006001010,"Block 1010, Block Group 1, Census Tract 4006, Alameda County, California",41,33,8
1000000US060014006001011,060014006001011,"Block 1011, Block Group 1, Census Tract 4006, Alameda County, California",30,27,3
1000000US060014006001012,060014006001012,"Block 1012, Block Group 1, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014006001013,060014006001013,"Block 1013, Block Group 1, Census Tract 4006, Alameda County, California",53,48,5
1000000US060014006002000,060014006002000,"Block 2000, Block Group 2, Census Tract 4006, Alameda County, California",4,4,0
1000000US060014006002001,060014006002001,"Block 2001, Block Group 2, Census Tract 4006, Alameda County, California",37,33,4
1000000US060014006002002,060014006002002,"Block 2002, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014006002003,060014006002003,"Block 2003, Block Group 2, Census Tract 4006, Alameda County, California",57,54,3
1000000US060014006002004,060014006002004,"Block 2004, Block Group 2, Census Tract 4006, Alameda County, California",67,65,2
1000000US060014006002005,060014006002005,"Block 2005, Block Group 2, Census Tract 4006, Alameda County, California",1,1,0
1000000US060014006002006,060014006002006,"Block 2006, Block Group 2, Census Tract 4006, Alameda County, California",23,22,1
1000000US060014006002007,060014006002007,"Block 2007, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014006002008,060014006002008,"Block 2008, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014006002009,060014006002009,"Block 2009, Block Group 2, Census Tract 4006, Alameda County, California",3,3,0
1000000US060014006002010,060014006002010,"Block 2010, Block Group 2, Census Tract 4006, Alameda County, California",55,52,3
1000000US060014006002011,060014006002011,"Block 2011, Block Group 2, Census Tract 4006, Alameda County, California",40,37,3
1000000US060014006002012,060014006002012,"Block 2012, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0
1000000US060014007001000,060014007001000,"Block 1000, Block Group 1, Census Tract 4007, Alameda County, California",50,43,7
1000000US060014007001001,060014007001001,"Block 1001, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001002,060014007001002,"Block 1002, Block Group 1, Census Tract 4007, Alameda County, California",24,22,2
1000000US060014007001003,060014007001003,"Block 1003, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001004,060014007001004,"Block 1004, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001005,060014007001005,"Block 1005, Block Group 1, Census Tract 4007, Alameda County, California",53,52,1
1000000US060014007001006,060014007001006,"Block 1006, Block Group 1, Census Tract 4007, Alameda County, California",68,64,4
1000000US060014007001007,060014007001007,"Block 1007, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001008,060014007001008,"Block 1008, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001009,060014007001009,"Block 1009, Block Group 1, Census Tract 4007, Alameda County, California",25,24,1
1000000US060014007001010,060014007001010,"Block 1010, Block Group 1, Census Tract 4007, Alameda County, California",25,23,2
1000000US060014007001011,060014007001011,"Block 1011, Block Group 1, Census Tract 4007, Alameda County, California",11,11,0
1000000US060014007001012,060014007001012,"Block 1012, Block Group 1, Census Tract 4007, Alameda County, California",7,7,0
1000000US060014007001013,060014007001013,"Block 1013, Block Group 1, Census Tract 4007, Alameda County, California",14,11,3
1000000US060014007001014,060014007001014,"Block 1014, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001015,060014007001015,"Block 1015, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001016,060014007001016,"Block 1016, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001017,060014007001017,"Block 1017, Block Group 1, Census Tract 4007, Alameda County, California",3,3,0
1000000US060014007001018,060014007001018,"Block 1018, Block Group 1, Census Tract 4007, Alameda County, California",3,3,0
1000000US060014007001019,060014007001019,"Block 1019, Block Group 1, Census Tract 4007, Alameda County, California",5,4,1
1000000US060014007001020,060014007001020,"Block 1020, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001021,060014007001021,"Block 1021, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
1000000US060014007001022,060014007001022,"Block 1022, Block Group 1, Census Tract 4007, Alameda County, California",56,51,5
1000000US060014007001023,060014007001023,"Block 1023, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0
